,COMPL_RPY_1YR_RT,COMPL_RPY_3YR_RT,COMPL_RPY_5YR_RT,COMPL_RPY_7YR_RT,C100_4,C100_L4,DEBT_MDN_SUPP,GRAD_DEBT_MDN,DEBT_N,GRAD_DEBT_N,LATITUDE,LONGITUDE,REGION,LOCALE,SCH_DEG,MAIN,NUMBRANCH,HIGHDEG,CONTROL,ST_FIPS,AVGFACSAL,PFTFAC,ICLEVEL,UG,UG_NRA,UG_UNKN,UG_WHITENH,UG_BLACKNH,UG_API,UG_AIANOLD,UG_HISPOLD,MEDIAN_HH_INC,UNEMP_RATE,UGDS_MEN,UGDS_WOMEN,cost,earning
0,0.3366762178,0.429326288,0.5113182423,0.5638709677,0.0643,,13246,32750,3085,795,34.783367999999996,-86.568502,5,12.0,3.0,1,1,4,1,1,7028.0,0.7354,1,4380.0,0.0388,0.0014,0.0459,0.9055,0.003,0.0027,0.0027,49720.22,4.84000015258789,0.4283,0.5717,22667.0,25200
1,0.5745573159,0.6182700794,0.6733300829,0.7405929304,0.3018,,14979.5,21833,6302,2952,33.505697,-86.799345,5,12.0,3.0,1,1,4,1,1,10517.0,0.8918,1,10331.0,0.0331,0.0266,0.6124,0.2861,0.0286,0.0031,0.0101,55735.22,3.45000004768371,0.40700000000000003,0.593,22684.0,35100
2,0.3333333333,0.4390243902,0.5507246377,0.679245283,0.1429,,10430,22890,398,33,32.362609,-86.17401,5,12.0,3.0,1,1,4,2,1,3857.0,1.0,1,98.0,0.0,0.0,0.6837,0.2347,0.0204,0.0,0.0612,53683.7,3.59999990463256,0.3891,0.6109,13380.0,30700
3,0.6408888889,0.680887372,0.742248062,0.816953317,0.1533,,13522,22647,2626,1219,34.724557,-86.640449,5,12.0,3.0,1,1,4,1,1,9463.0,0.6374,1,5220.0,0.040999999999999995,0.0487,0.6912,0.1435,0.0366,0.0205,0.0186,58688.62,3.64000010490417,0.583,0.41700000000000004,22059.0,36200
4,0.2446808511,0.3660377358,0.4423076923,0.4919678715,0.0725,,15738,31500,3486,1031,32.364317,-86.295677,5,12.0,3.0,1,1,4,1,1,7952.0,0.6368,1,4348.0,0.003,0.0313,0.0435,0.9172,0.0018,0.0005,0.0028,46065.2,4.80999994277954,0.3788,0.6212,19242.0,22600
5,0.6572383646,0.7118012422,0.7585524456,0.8045007032,0.4385,,17340,23290,10443,5918,33.211875,-87.545978,5,13.0,3.0,1,1,4,1,1,9802.0,0.7378,1,15318.0,0.0244,0.0,0.8053,0.145,0.0105,0.0061,0.0086,57928.41,3.25999999046325,0.4452,0.5548,28422.0,37400
6,0.2702702703,0.325,0.53125,0.5,,0.1411,5764,9500,851,172,32.92478,-85.945266,5,32.0,2.0,1,1,2,1,1,5960.0,0.4623,2,1577.0,0.0044,0.0013,0.773,0.20800000000000002,0.0038,0.0051,0.0044,43985.14,3.75999999046325,0.3934,0.6066,13868.0,23100
7,0.5269058296,0.6019845645,0.6093418259,0.7012658228,,,13461,18000,1786,881,34.806793,-86.964698,5,31.0,3.0,1,1,3,1,1,8367.0,0.4478,1,2662.0,0.0,0.0162,0.8392,0.1187,0.0056,0.0165,0.0038,50752.1,3.38000011444091,0.33899999999999997,0.6609999999999999,,33400
8,0.5849335303,0.634180791,0.701754386,0.7112561175,0.07200000000000001,,10750,23363,2522,764,32.36736,-86.177544,5,12.0,3.0,1,1,4,1,1,7251.0,0.9585,1,4098.0,0.0088,0.0068,0.6318,0.3189,0.0178,0.0046,0.0112,50723.81,3.78999996185302,0.3556,0.6444,19255.0,30100
9,0.7699652778,0.8109577583,0.8045977011,0.8432835821,0.4682,,17000,21500,5807,3802,32.599378,-85.488258,5,13.0,3.0,1,1,4,1,1,9945.0,0.8673,1,18326.0,0.0086,0.0014,0.8959999999999999,0.0694,0.0116,0.0047,0.0083,59005.4,3.14000010490417,0.5067,0.4933,29794.0,39500
10,0.7679558011,0.8177083333,PrivacySuppressed,PrivacySuppressed,0.6196,,19500,26045,455,252,33.513774,-86.85055200000001,5,12.0,3.0,1,1,3,2,1,7233.0,0.6226,1,1395.0,0.0022,0.0029,0.8437,0.1039,0.0358,0.0065,0.005,64789.39,2.83999991416931,0.4911,0.5089,48510.0,33400
11,0.3896103896,0.3780487805,0.45,0.5,,0.024,6500,10500,695,126,32.42391,-85.031485,5,41.0,2.0,1,1,2,1,1,6045.0,0.3419,2,1748.0,0.0,0.0212,0.5955,0.3387,0.0109,0.0034,0.0303,46908.55,3.59999990463256,0.3975,0.6025,6980.0,22300
12,PrivacySuppressed,0.4583333333,PrivacySuppressed,PrivacySuppressed,0.0056,,9500,35000,496,51,32.425647,-87.019145,5,32.0,3.0,1,1,3,2,1,5605.0,0.377,1,532.0,0.062,0.0,0.0432,0.8947,0.0,0.0,0.0,38220.7,5.25,0.5118,0.4882,27520.0,20000
13,0.3869922751,0.4526239067,0.5806324111,0.6094594595,0.1053,,10919,25000,19759,5761,32.342684000000006,-86.216488,5,12.0,3.0,0,16,4,3,1,4887.0,0.2125,1,207.0,0.0,0.0,0.256,0.7440000000000001,0.0,0.0,0.0,55764.27,3.6800000667572,0.2538,0.7462,26892.0,26900
14,PrivacySuppressed,0.44,PrivacySuppressed,PrivacySuppressed,,0.0941,5000,6676,566,85,31.297496000000002,-85.836956,5,32.0,2.0,1,1,2,1,1,6458.0,0.4194,2,1590.0,0.0,0.017,0.7195,0.1899,0.0289,0.0113,0.0333,44274,3.85999989509582,0.5217,0.4783,8980.0,27000
15,0.523297491,0.5847750865,0.6119402985,0.6397849462,,0.0166,5500,11000,2549,449,30.851343,-87.778193,5,32.0,2.0,1,1,2,1,1,6266.0,0.6063,2,2775.0,0.004,0.0032,0.8595,0.1124,0.0054,0.0097,0.0058,52162.04,3.44000005722045,0.37,0.63,12260.0,23800
16,0.3508500773,0.4255952381,0.5263157895,0.5666666667,0.18100000000000002,,14450,22850,2407,718,32.384181,-86.21641,5,12.0,3.0,1,1,4,2,1,5723.0,0.4647,1,612.0,0.0114,0.0082,0.5784,0.3725,0.0065,0.0098,0.0131,52330.99,3.92000007629394,0.3944,0.6056,30557.0,29700
17,,,,,,0.0744,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,33.994001000000004,-85.991438,5,13.0,2.0,1,1,2,1,1,6143.0,0.4933,2,4787.0,0.0491,0.0033,0.7556,0.1746,0.0038,0.0056,0.0079,43919.51,3.46000003814697,0.3993,0.6007,9714.0,21200
18,PrivacySuppressed,PrivacySuppressed,,,,0.4177,5500,5900,106,82,34.27871,-86.196931,5,32.0,1.0,1,1,1,3,1,,,3,,,,,,,,,,,0.0244,0.9756,13057.0,
19,,,,,,0.0635,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,31.315274,-85.465836,5,13.0,2.0,1,1,2,1,1,5849.0,0.5885,2,3612.0,0.0039,0.0072,0.7096,0.2539,0.0102,0.0044,0.0108,43000.16,3.51999998092651,0.3399,0.6601,9322.0,21400
20,0.6070133011,0.6529625151,0.6654929577,0.6484018265,,0.1347,7750,10500,2680,658,34.072439,-86.781935,5,32.0,2.0,1,1,2,1,1,5961.0,0.3793,2,4696.0,0.0053,0.0,0.9508,0.0345,0.003,0.0028,0.0036,47769.34,2.90000009536743,0.3747,0.6253,10945.0,26900
21,,,,,,0.0836,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,32.445917,-87.01329399999999,5,32.0,2.0,1,1,2,1,1,4922.0,0.5547,2,1445.0,0.0,0.0007,0.4997,0.4927,0.0042,0.0,0.0028,35579.05,5.13999986648559,0.3608,0.6392,13819.0,19500
22,0.3902261123,0.4517045455,0.4955752212,0.627480916,0.0,,11766,23139.5,8821,2978,33.468466,-86.832465,5,21.0,2.0,0,11,4,3,1,5275.0,0.3871,1,534.0,0.0,0.0,0.6311,0.3689,0.0,0.0,0.0,46871.43,4.48999977111816,0.3368,0.6632,25945.0,27900
23,0.5667870036,0.6006825939,0.72909699,0.7087378641,0.262,,16950,27000,799,434,32.351034000000006,-86.284366,5,12.0,3.0,1,1,3,2,1,6615.0,0.5044,1,657.0,0.035,0.0107,0.8661,0.0639,0.0137,0.0091,0.0015,54037.99,3.28999996185302,0.5123,0.4877,34207.0,32600
24,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.0,,PrivacySuppressed,PrivacySuppressed,19,PrivacySuppressed,34.856153000000006,-87.663051,5,13.0,3.0,1,1,4,2,1,4981.0,1.0,1,95.0,0.0947,0.0105,0.7579,0.1158,0.0,0.0,0.0211,51048.04,3.22000002861023,0.94,0.06,19353.0,PrivacySuppressed
25,,,,,,0.0423,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,34.771858,-86.572885,5,12.0,1.0,1,1,2,1,1,5992.0,1.0,2,543.0,0.0221,0.0166,0.4567,0.4696,0.0129,0.0147,0.0074,52646.49,4.32999992370605,0.461,0.539,11938.0,19100
26,,,,,,0.3109,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,32.582312,-86.39236899999999,5,21.0,,1,1,1,1,1,5812.0,1.0,2,,,,,,,,,,,0.7466,0.2534,,
27,0.529972752,0.575465639,0.6398576512,0.7172284644,0.1445,,16450,23500,3831,1747,33.822938,-85.765321,5,13.0,3.0,1,1,4,1,1,6945.0,0.6632,1,6491.0,0.0237,0.0043,0.7597,0.1893,0.0086,0.0066,0.0077,48389.27,3.55999994277954,0.4264,0.5736,20750.0,28700
28,,,,,,0.1736,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,31.101253999999997,-87.08534,5,32.0,2.0,1,1,2,1,1,5909.0,0.4928,2,1129.0,0.0009,0.0115,0.6191,0.3357,0.0053,0.0168,0.0106,40521.77,3.82999992370605,0.445,0.555,12093.0,23300
29,0.6032906764,0.621669627,0.6613756614,0.7269372694,,0.0428,3793.5,7368,3036,566,33.652535,-86.707233,5,12.0,2.0,1,1,2,1,1,6363.0,0.3219,2,5652.0,0.0386,0.0055,0.7551,0.1808,0.011000000000000001,0.0034,0.0057,57833.36,3.15000009536743,0.3848,0.6152,13710.0,26900
30,0.5598591549,0.6049586777,0.6278481013,0.6813559322,,0.0874,5500,10592.5,4309,542,34.645844,-86.949674,5,41.0,2.0,1,1,2,1,1,6325.0,0.2977,2,7719.0,0.0,0.0201,0.7272,0.185,0.0196,0.0347,0.0135,56005.43,3.69000005722045,0.4661,0.5339,9765.0,24000
31,PrivacySuppressed,PrivacySuppressed,0.6585365854,PrivacySuppressed,0.3333,,9500,21744,237,68,32.629253000000006,-87.315206,5,43.0,3.0,1,1,3,2,1,5666.0,0.4853,1,321.0,0.0093,0.0,0.8442,0.1371,0.0062,0.0,0.0031,46522.29,3.97000002861023,0.0183,0.9817,30562.0,22200
32,,,,,,0.0855,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,33.450814,-86.88884399999999,5,12.0,1.0,1,1,2,1,1,5966.0,0.4333,2,1673.0,0.0,0.003,0.0197,0.9749,0.0006,0.0012,0.0006,40437.86,5.30999994277954,0.4333,0.5667,13630.0,20000
33,0.461971831,0.5104166667,0.6491935484,0.6407185629,0.1563,,13000,26500,1494,381,32.588132,-88.186329,5,43.0,3.0,1,1,4,1,1,6249.0,0.5363,1,1595.0,0.0075,0.0,0.5856,0.3969,0.0019,0.0038,0.0044,40238.44,4.32000017166137,0.4504,0.5496,18533.0,26400
34,,,,,,0.1902,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,31.322946999999996,-86.452262,5,41.0,1.0,1,1,2,1,1,5455.0,0.6184,2,802.0,0.0,0.0,0.8404,0.1509,0.0,0.005,0.0037,37073.95,4.5,0.3805,0.6195,13558.0,22600
35,0.5494505495,0.6436781609,0.670212766,0.6756756757,,0.24100000000000002,5500,11500,318,139,32.623734000000006,-87.322041,5,43.0,2.0,1,1,2,1,1,6074.0,0.8519,2,175.0,0.0,0.0,0.64,0.16,0.0971,0.0114,0.0914,56305.23,3.57999992370605,0.782,0.218,17228.0,33100
36,0.2033898305,0.2583333333,0.384057971,PrivacySuppressed,0.1283,,11858,33754.5,1595,376,33.482442,-86.908751,5,21.0,3.0,1,1,3,2,1,4573.0,0.7232,1,1502.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43157.79,5.25,0.5033,0.4967,22356.0,20900
37,0.4974226804,0.5628140704,0.6340057637,0.613832853,0.2597,,16750,26579.5,922,342,30.793246999999997,-88.128934,5,41.0,3.0,1,1,4,2,1,5106.0,1.0,1,1764.0,0.0142,0.1361,0.6264,0.1984,0.004,0.0113,0.0096,51833.34,3.94000005722045,0.3694,0.6306,34482.0,29300
38,0.5515873016,0.6257309942,0.7347328244,0.769047619,0.2847,,17028,24264,1287,639,33.10625,-86.865099,5,21.0,3.0,1,1,4,1,1,7512.0,0.696,1,2557.0,0.0203,0.0117,0.8111,0.1392,0.0051,0.0055,0.006999999999999999,59047.15,2.95000004768371,0.3218,0.6782,24599.0,27500
39,0.4646017699,0.5535714286,0.5888888889,0.6228070175,,0.0629,5809.5,13000,1594,107,34.739788,-87.678089,5,13.0,2.0,1,1,2,1,1,5738.0,0.4971,2,3826.0,0.0159,0.0,0.8288,0.1325,0.001,0.0165,0.0052,43283.31,3.33999991416931,0.3991,0.6009,11326.0,23300
40,0.6334371755,0.6903096903,0.7732620321,0.8093385214,0.1582,,12750,22309,2878,1205,34.806738,-87.681361,5,13.0,3.0,1,1,4,1,1,7299.0,0.9965,1,4944.0,0.0279,0.0251,0.8113,0.1003,0.0057,0.0233,0.0065,48189.09,3.39000010490417,0.4097,0.5903,16601.0,28600
41,0.5611814346,0.5882352941,0.6113744076,0.7244897959,,0.0688,3350,4000,668,178,34.545471,-85.911664,5,42.0,2.0,1,1,2,1,1,6318.0,0.3727,2,1659.0,0.0,0.0,0.9102,0.0084,0.006,0.0687,0.0066,43126.73,3.27999997138977,0.3847,0.6153,8290.0,23600
42,0.3544303797,0.4601226994,0.5988372093,0.5722891566,0.1956,,26500,31000,1037,295,34.756344,-86.65270500000001,5,12.0,3.0,1,1,4,2,1,4912.0,0.7759,1,1767.0,0.11599999999999999,0.0617,0.0119,0.7991,0.0023,0.0017,0.0074,60906.45,4.25,0.4148,0.5852,35585.0,21800
43,,,,,,0.2908,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,31.488925,-87.326352,5,41.0,2.0,1,1,2,1,1,5895.0,0.625,2,1261.0,0.0,0.0024,0.6193,0.364,0.004,0.0079,0.0024,37664.25,4.82000017166137,0.4267,0.5733,10781.0,20800
44,0.4285714286,0.5357142857,PrivacySuppressed,PrivacySuppressed,,0.0,28676.5,PrivacySuppressed,40,12,32.383106,-86.162237,3,12.0,2.0,1,1,2,3,17,,,2,94.0,0.0,0.0106,0.8723,0.0957,0.0106,0.0,0.0106,53434.07,3.35999989509582,0.1,0.9,,PrivacySuppressed
45,,,,,,0.2388,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,31.460265000000003,-86.96479699999999,5,41.0,1.0,1,1,2,1,1,5782.0,0.5405,2,706.0,0.0,0.0014,0.517,0.466,0.0,0.0113,0.0042,36356.31,4.71000003814697,0.32799999999999996,0.672,9164.0,21200
46,,,PrivacySuppressed,,,0.1545,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,30.693972,-88.05698199999999,5,12.0,2.0,1,1,2,1,1,6004.0,0.5974,2,4058.0,0.0,0.0256,0.3529,0.5944,0.0101,0.0133,0.0037,41748.26,5.15999984741211,0.3917,0.6083,10179.0,19100
47,0.79,0.8342749529,0.8838174274,0.8933649289,0.5865,,15832,20702,907,610,33.464128,-86.791799,5,21.0,3.0,1,1,4,2,1,8626.0,0.9922,1,2870.0,0.0042,0.0052,0.9115,0.062,0.0063,0.0035,0.0073,69602.13,2.6800000667572,0.3481,0.6519,43666.0,37500
48,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.0,,5500,26200,361,20,32.420387,-87.032392,5,32.0,3.0,1,1,3,2,1,3451.0,0.2597,1,,,,,,,,,,,0.2788,0.7212,9641.0,PrivacySuppressed
49,,,,PrivacySuppressed,,0.0709,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,33.120531,-87.56148,5,13.0,2.0,1,1,2,1,1,4701.0,0.4808,2,5330.0,0.0,0.0415,0.6707,0.27,0.0096,0.0017,0.0066,43868.43,4.01999998092651,0.4405,0.5595,11561.0,22700
50,0.5740740741,0.5423728814,,,,0.0595,3529.5,6000,1000,281,34.201495,-86.16989699999999,5,32.0,2.0,1,1,2,1,1,5396.0,0.2516,2,1579.0,0.0,0.0044,0.9512,0.0253,0.0032,0.0101,0.0057,42881.33,3.46000003814697,0.3749,0.6251,11226.0,22400
51,0.5811163276,0.6317122594,0.688449848,0.7112462006,0.1584,,15000,24761,6151,2703,30.696033,-88.17871099999999,5,12.0,3.0,1,1,4,1,1,7254.0,0.612,1,9232.0,0.0582,0.0,0.7391,0.1515,0.0276,0.0093,0.0143,51919.71,3.90000009536743,0.4616,0.5384,19511.0,31500
52,0.7391304348,0.814516129,0.8008474576,0.82,0.4592,,20500,PrivacySuppressed,637,PrivacySuppressed,30.694751,-88.138199,5,12.0,3.0,1,1,4,2,1,6561.0,0.7090000000000001,1,1227.0,0.0147,0.0253,0.7734,0.1353,0.013000000000000001,0.0065,0.0318,59048.32,3.56999993324279,0.3662,0.6338,47815.0,33600
53,0.4705882353,0.4571428571,0.5333333333,0.4615384615,0.2,,16250,29000,194,39,33.378935,-86.749045,5,21.0,3.0,1,1,3,2,1,4569.0,0.7273,1,52.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,57076.95,3.03999996185302,0.5874,0.4126,20923.0,27800
54,0.2293577982,0.3584070796,0.4836601307,0.3945578231,0.0825,,12500,33500,725,185,33.200006,-87.585278,5,13.0,3.0,1,1,3,2,1,5060.0,1.0,1,1530.0,0.0039,0.0,0.0157,0.9797,0.0007,0.0,0.0,46186.31,4.80999994277954,0.4331,0.5669,20737.0,22800
55,PrivacySuppressed,PrivacySuppressed,0.3333333333,0.3333333333,0.3128,,22463.5,31000,390,181,33.433471999999995,-86.11270400000001,5,32.0,3.0,1,1,3,2,1,5426.0,0.6716,1,475.0,0.0,0.0,0.0211,0.9747,0.0,0.0,0.0042,44867.28,5.19999980926513,0.5262,0.4738,21601.0,20300
56,,,,,,0.1741,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,32.350109,-86.343057,5,12.0,1.0,1,1,2,1,1,6053.0,0.5377,2,663.0,0.0,0.0106,0.1991,0.7828,0.0075,0.0,0.0,44608.65,4.34999990463256,0.4963,0.5037,11484.0,21800
57,0.484821024,0.5638020833,0.632218845,0.7280593325,0.1762,,14250,25000,9073,2782,31.800672,-85.957094,5,33.0,3.0,1,4,4,1,1,6405.0,0.3961,1,3810.0,0.0234,0.152,0.5475,0.2357,0.0121,0.0063,0.0231,49132.68,3.84999990463256,0.3973,0.6027,18404.0,30400
58,0.5399061033,0.6222707424,0.6774193548,0.7191011236,0.3252,,25432.5,32500,1436,753,32.4309,-85.708492,5,32.0,3.0,1,1,4,2,1,4753.0,1.0,1,2467.0,0.0134,0.0158,0.0,0.9704,0.0,0.0,0.0004,54155.29,4.84999990463256,0.3715,0.6285,36457.0,28500
59,0.380952381,0.4651162791,0.5217391304,PrivacySuppressed,,,15344,PrivacySuppressed,117,14,30.639328999999996,-87.91163,5,13.0,3.0,1,1,4,2,1,5550.0,0.25,1,,,,,,,,,59896.36,3.54999995231628,0.8333,0.1667,,33600
60,,,,,,0.1121,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,33.836929,-87.266406,5,32.0,2.0,1,1,2,1,1,6210.0,0.3463,2,3558.0,0.0,0.006999999999999999,0.8704,0.1161,0.0017,0.002,0.0028,41185.71,3.82999992370605,0.3827,0.6173,12569.0,23300
61,0.7462797619,0.7915774447,0.816235504,0.8644444444,0.0726,,9597,17833.5,5479,1280,61.190163,-149.82619,8,11.0,3.0,1,1,4,1,2,9241.0,0.4651,1,14161.0,0.0258,0.0521,0.7308,0.0413,0.0422,0.0703,0.0374,72116.59,5.21999979019165,0.4279,0.5721,18379.0,36000
62,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,0.1,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,61.598553,-149.111972,8,32.0,1.0,1,1,3,2,2,2705.0,,1,,,,,,,,,,,0.7576,0.2424,17300.0,
63,0.679417122,0.7436823105,0.7573033708,0.8232044199,0.1525,,9500,15000,2594,633,64.85755999999999,-147.823146,8,23.0,3.0,1,1,4,1,2,9431.0,0.6161,1,6359.0,0.0237,0.0695,0.6529,0.0324,0.0248,0.1711,0.0255,65084.81,6.55999994277954,0.4546,0.5454,16694.0,30700
64,0.6804123711,0.730964467,0.7520661157,0.8409090909,0.1157,,9151.5,16000,706,211,58.384845999999996,-134.63825500000002,8,33.0,3.0,1,1,4,1,2,8208.0,0.6089,1,3353.0,0.0182,0.1408,0.6245,0.0092,0.0325,0.1554,0.0194,73622.06,5.21999979019165,0.2931,0.7069,16364.0,31500
65,0.6326530612,0.6868686869,0.8,0.7826086957,0.3939,,12900,19500,166,65,61.190968000000005,-149.804168,8,11.0,3.0,1,1,4,2,2,5730.0,0.3415,1,479.0,0.0146,0.0084,0.6367,0.0605,0.0397,0.2025,0.0376,70542.98,4.71999979019165,0.3626,0.6374,30669.0,33200
66,0.6419753086,0.6875,0.6759259259,0.6629213483,,0.9381,5256.5,5498.5,96,86,60.110626,-149.444487,8,43.0,1.0,1,1,1,1,2,,,3,210.0,0.0,0.3,0.3857,0.0048,0.0143,0.2857,0.0095,62883.46,8.42000007629394,0.8412,0.1588,10509.0,37400
67,0.3237616655,0.3867857143,0.4229559748,0.5288270378,0.1216,,13208,14875,4812,2677,45.617798,-122.494766,8,12.0,1.0,1,1,4,3,53,4607.0,0.2697,1,486.0,0.0,0.1132,0.6502,0.0782,0.0391,0.0926,0.0267,75163.69,4.92000007629394,0.2416,0.7584,31167.0,27700
68,0.5163551402,0.5057208238,0.5210420842,0.4939172749,,0.7143,7199,8437,595,483,61.181443,-149.856954,8,11.0,1.0,1,1,2,3,2,4442.0,0.2258,2,429.0,0.0,0.021,0.4942,0.1422,0.0536,0.1818,0.1072,69860.72,5.53000020980835,0.1722,0.8278,20269.0,25300
69,0.2907216495,0.3367556468,0.35,0.4173553719,,0.0,8147,11766,1861,1102,32.235657,-110.92718700000002,6,11.0,1.0,0,11,1,3,4,,,3,124.0,0.0161,0.0,0.629,0.0242,0.0161,0.0161,0.2984,52261.19,3.25999999046325,0.0385,0.9615,17597.0,16200
70,,0.7006873106,0.7339558729,0.7709318827,,,14000,20000,36145,18144,33.620886999999996,-112.18086100000001,6,21.0,3.0,0,6,4,1,4,17237.0,0.8571,1,,,,,,,,,71245.67,3.28999996185302,,,,87400
71,0.4113149847,0.4660564455,0.4309173273,0.4245175936,,0.0468,5969,6002,1447,1080,33.426691999999996,-112.162577,6,11.0,1.0,1,1,1,3,4,,,3,147.0,0.0,0.0,0.7143,0.0884,0.0068,0.034,0.1565,57768.8,3.98000001907348,0.8978,0.1022,20818.0,29300
72,0.343937575,0.3799464445,0.3937368723,0.403051494,,0.0757,9196,9500,4425,3108,33.561689,-112.116105,6,11.0,1.0,1,6,2,3,4,3848.0,0.8,2,263.0,0.0076,0.0342,0.5095,0.0608,0.0266,0.0875,0.2738,53686.19,3.98000001907348,0.1302,0.8698,23343.0,25200
73,0.343937575,0.3799464445,0.3937368723,0.403051494,,0.0963,9196,9500,4425,3108,33.39248,-111.853218,6,11.0,1.0,0,6,2,3,4,4994.0,0.2,2,250.0,0.0,0.024,0.532,0.06,0.008,0.092,0.284,,,0.1653,0.8347,23180.0,25200
74,0.343937575,0.3799464445,0.3937368723,0.403051494,,0.0863,9196,9500,4425,3108,32.224391,-110.983056,6,11.0,1.0,0,6,1,3,4,,,3,250.0,0.0,0.024,0.532,0.06,0.008,0.092,0.284,,,0.1396,0.8604,22237.0,25200
75,0.1029023747,0.1706036745,0.1880597015,0.2248062016,0.2,,16676.5,25732,1198,497,35.194495,-111.657673,6,13.0,2.0,1,3,3,2,4,4752.0,0.2727,1,22.0,0.0,0.0455,0.4091,0.0,0.0,0.3636,0.1818,45219.99,6.80999994277954,0.1485,0.8515,31236.0,19500
76,PrivacySuppressed,PrivacySuppressed,0.2676056338,PrivacySuppressed,,0.2,4588,4942.5,103,50,32.237253,-110.87230500000001,6,11.0,1.0,1,1,1,3,4,,,3,29.0,0.0,0.0,0.3793,0.0345,0.0,0.0345,0.5517,47198.06,3.36999988555908,0.0778,0.9222,23280.0,PrivacySuppressed
77,0.1750629723,0.3974763407,0.3996200127,0.4466666667,,0.5011,9500,11332,4818,3454,33.537248999999996,-112.157344,6,21.0,1.0,0,9,1,3,4,,,3,277.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52276.12,4.96000003814697,0.9309999999999999,0.069,33774.0,22400
78,0.2038793103,0.2604078165,0.2397973543,0.237565828,0.287,,9500,9500,3110,1927,33.566102,-112.112473,6,11.0,1.0,1,4,4,3,4,5514.0,0.2143,1,230.0,0.0,0.0,0.4435,0.1043,0.0217,0.1174,0.313,50758.42,3.98000001907348,0.1944,0.8056,31746.0,18300
79,0.659742065,0.7006873106,0.7339558729,0.7709318827,0.4945,,14000,20000,36145,18144,33.417721,-111.93438300000001,6,12.0,3.0,1,6,4,1,4,11068.0,0.9201,1,33985.0,0.0353,0.0393,0.7146,0.0315,0.049,0.0214,0.109,69074.33,3.15000009536743,0.5714,0.4286,23931.0,38300
80,0.6282051282,0.6588235294,PrivacySuppressed,PrivacySuppressed,,0.0557,3500,4925,677,96,32.689306,-114.49596799999999,6,13.0,1.0,1,1,2,1,4,6487.0,0.257,2,5214.0,0.0,0.0142,0.3358,0.0334,0.013999999999999999,0.0205,0.5821,41365.15,7.92000007629394,0.4389,0.5611,14559.0,22100
81,0.7412694926,0.7751378871,0.8353560797,0.8606237817,0.4189,,13000,19000,12262,6525,32.232671999999994,-110.95081499999999,6,11.0,3.0,1,2,4,1,4,10590.0,0.7057,1,26404.0,0.0437,0.0186,0.688,0.028999999999999998,0.0549,0.0221,0.1436,64708.31,3.26999998092651,0.4828,0.5172,24633.0,36900
82,0.3050847458,0.3965517241,0.3394495413,0.5954198473,0.7059,,27875,51488.5,134,54,32.252879,-110.92726499999999,6,11.0,3.0,1,2,4,3,4,5574.0,0.4211,1,350.0,0.0057,0.0,0.6657,0.0257,0.02,0.0057,0.2771,56683.5,3.35999989509582,0.5529999999999999,0.447,32254.0,25100
83,0.4655870445,0.5589353612,0.6363636364,0.6060606061,,0.2004,5500,8584,1467,218,32.957091999999996,-111.652501,6,41.0,2.0,1,1,2,1,4,6378.0,1.0,2,4536.0,0.0,0.0229,0.5844,0.0357,0.0073,0.0604,0.2892,49319.55,4.30000019073486,0.3727,0.6273,10290.0,24600
84,0.2506908463,0.331332533,0.3819059539,0.5309973046,0.3333,,16475,22999,15607,7172,32.236736,-110.895086,6,11.0,2.0,0,27,3,3,4,6708.0,,1,339.0,0.0,0.0,0.4749,0.0767,0.0147,0.1032,0.3304,45529.6,3.69000005722045,0.4854,0.5146,,25800
85,PrivacySuppressed,0.5168539326,0.3582089552,0.4179104478,,0.1961,7389,7612,56,39,34.477484999999994,-114.33268600000001,6,13.0,1.0,1,1,1,3,4,,,3,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46757.68,3.23000001907348,0.0667,0.9333,13981.0,16000
